dataset,patch_size,batch_size,lr,epochs,cv_folds,mean_oa,mean_precision,mean_recall,mean_f1,mean_kappa
indian_pines,25,4,0.001,20,3,0.9958042021147421,0.9833388237497896,0.9966089141385138,0.9893277873305686,0.9952174586899561
indian_pines,25,4,0.0005,20,3,0.9977557453125611,0.9889495119788996,0.9983026874171269,0.9930894095813046,0.9974420637103493
indian_pines,25,4,0.0001,20,3,0.9979509339010052,0.9904922415219266,0.9970348050844785,0.9933357025700879,0.9976647295123814
indian_pines,25,8,0.001,20,3,0.9895590525583041,0.9773377965992646,0.9812948742704762,0.9776681518647878,0.9880992125982879
indian_pines,25,8,0.0005,20,3,0.9285919040970928,0.9279010362764174,0.9372831886423079,0.9062699173269845,0.9185276472603219
indian_pines,25,8,0.0001,20,3,0.9915106243133417,0.9890151825872247,0.9886708947740005,0.9879729884410979,0.9903453737984035
indian_pines,25,16,0.001,20,3,0.9123731745369219,0.9234801097749207,0.9026615328588831,0.8830956213691555,0.9008731303208511
indian_pines,25,16,0.0005,20,3,0.9869243064651029,0.9870224268065838,0.9911211178666948,0.9886177830959526,0.985117249503869
indian_pines,25,16,0.0001,20,3,0.9614559223901615,0.9548427286437858,0.96194006809553,0.9403204587314308,0.9558548845280227
